year    count
2001	0.000032
2002	0.018018
2003	0.103215
2004	0.193670
2005	0.438114
2006	0.870640
2007	1.468061
2008	2.058646
2009	2.580499
2010	3.038277
2011	3.423844
2012	3.754522
2013	4.089446
2014	4.401823
2015	4.705944
2016	4.995804
2017	5.278856
2018	5.533610
2019	5.788243
